id,lat,lng,area,age,true_price
222,31.28895925919493,121.10636940283601,105.67,6.73,8534.97
223,31.183780525307675,121.38130281596843,97.41,24.22,1723.43
224,31.42257758066418,121.48727330106286,121.84,18.41,7518.73
225,31.464542145497468,121.41473039497983,66.74,5.41,4919.54
226,31.3513493864328,121.15449234441496,73.98,0.18,4962.27
227,31.20039217199976,121.07093732707564,103.32,0.92,9963.55
228,31.373055881002852,121.10756644001675,81.98,10.23,5530.4
229,31.38841780998337,121.28379677830719,48.5,1.58,2783.97
230,31.078704948553575,121.30891909096302,107.4,8.16,3800.83
231,31.22102209334889,121.13658342218238,115.49,3.41,9299.42
232,31.214956816698944,121.14162323504023,107.85,14.6,8537.75
233,31.197631698043814,121.29966247847223,40.77,9.04,1460.81
234,31.105616989610155,121.06861740262866,65.55,9.84,6314.45
235,31.08784740093792,121.19010372285761,110.37,15.01,7281.19
236,31.416677101209938,121.40310009328338,47.21,25.85,2779.45
237,31.460581217251207,121.43105500680603,97.58,17.2,7072.57
238,31.354749480784466,121.20884697992174,51.52,0.63,3148.03
239,31.30906263165212,121.41601295653585,131.98,2.64,4248.55
240,31.42224217990735,121.12165823741137,98.89,15.72,5809.9
241,31.16975664057423,121.16653431124656,56.81,15.31,4156.51
242,31.057013319919275,121.25497603116149,130.59,10.48,6453.13
243,31.407518502875007,121.11813442447337,54.64,5.92,3361.99
244,31.301199492636584,121.38010764777344,105.55,5.31,3524.56
245,31.37722291262349,121.37993857480387,84.89,27.72,4195.07
246,31.2822458917014,121.31764915953029,102.45,25.93,3916.55
247,31.034143129247877,121.22110403191814,70.28,8.24,4069.11
248,31.02808606010654,121.2536684426449,71.04,13.56,3605.6
249,31.03836550058673,121.43212501696262,125.53,18.45,2810.05
250,31.253533908666977,121.23135582946364,95.43,23.75,5236.95
251,31.404907958848984,121.32591872732431,72.15,14.27,4160.12
252,31.07543053834782,121.03093685005055,50.35,26.97,4918.02
253,31.252274500750477,121.08627945571818,64.77,13.13,5730.27
254,31.219710895881313,121.26137401763278,55.87,11.19,2601.32
255,31.16918357342071,121.29894293119149,118.92,19.42,4171.79
256,31.03295592713986,121.04725297375755,107.84,8.52,9827.87
257,31.45317134858184,121.43663983103026,73.34,17.48,5155.41
258,31.070714190292158,121.17491039376792,136.77,20.95,9498.44
259,31.46900109978288,121.15479094370798,77.67,23.75,4190.89
260,31.4065923919074,121.33505819999736,122.9,22.16,7093.35
261,31.323012410366744,121.21170318316105,76.18,10.88,4577.93
262,31.09013146143842,121.10709633060445,134.77,14.59,11758.43
263,31.038582542150436,121.42221419434294,50.11,23.13,1098.54
264,31.417559913317277,121.44184108274628,43.77,10.1,2647.32
265,31.188359935411263,121.08112360604423,123.13,23.13,11611.64
266,31.40452185981965,121.08276958287203,83.77,12.33,5217.22
267,31.22209935490264,121.14246396628168,114.85,13.47,9034.45
268,31.26700557484913,121.15473394828139,120.86,14.07,8848.24
269,31.47356508512206,121.49221989676579,86.17,8.45,6624.74
270,31.190936217095356,121.26372989423074,136.63,24.51,6135.71
271,31.125001605794502,121.32058951810222,127.41,16.64,3827.56
272,31.051294865874205,121.42294613836673,125.12,8.55,2631.72
273,31.45265310448912,121.0736743279958,83.75,28.39,4268.24
274,31.11101900345349,121.22556399511035,74.96,0.8,4249.35
275,31.117889036931718,121.49726267561914,77.49,0.85,919.87
276,31.465412952374976,121.4195881438058,105.0,23.74,7698.43
277,31.41488079157641,121.348035994288,53.88,21.17,3178.36
278,31.224300736991122,121.00262559915281,47.92,7.68,4962.76
279,31.363617392662466,121.26388575294337,51.12,8.64,2830.86
280,31.15057559729311,121.02387472330942,81.98,23.82,8562.58
281,31.452573442831,121.29836952140947,41.64,15.46,2699.26
282,31.120969067210495,121.07178842012313,82.92,18.44,7971.88
283,31.332185650871004,121.04280697749363,137.47,2.03,11105.88
284,31.263029722661084,121.25366384828989,138.83,16.62,6966.71
285,31.317835395734313,121.49051971127578,65.37,0.49,2154.03
286,31.394260008139756,121.1724012465817,113.29,18.85,6940.63
287,31.166259304185992,121.0221678441476,94.6,24.41,9896.0
288,31.087544563525853,121.38957129673913,86.46,20.86,1646.07
289,31.031550268516114,121.3880951998517,85.77,8.8,2360.46
290,31.02190313782956,121.0997349168576,44.19,28.0,3514.61
291,31.271515348827094,121.12665688260131,115.33,5.73,9109.37
292,31.178487088017683,121.39042078348922,126.58,9.96,2111.23
293,31.44474325850614,121.3716538527598,129.46,11.6,8670.57
294,31.486861792157654,121.24810161326852,89.75,27.73,5691.92
295,31.363540662171317,121.03946350302773,100.25,24.67,7292.39
296,31.272737198672317,121.16060571410729,48.01,19.83,3397.58
297,31.213058036441524,121.34488240422274,75.15,1.27,2034.19
298,31.435018587528194,121.17627965515425,139.82,8.24,8230.34
299,31.03752058249408,121.31875626894166,76.33,24.03,2766.89
300,31.339705303907344,121.4763946981398,54.28,18.23,2024.26
301,31.033616681531054,121.38925768675344,76.63,11.49,2062.55
302,31.283622320862058,121.3025474144274,107.91,28.46,4424.95
303,31.28696088916695,121.26472994076815,79.8,19.49,3901.31
304,31.124805826546698,121.05672430629251,113.57,14.97,11281.97
305,31.130888338293747,121.13014488556995,84.63,29.89,6985.28
306,31.142788438849077,121.45823945477095,89.12,3.68,935.74
307,31.449339515393117,121.22255559637122,48.78,20.46,2908.62
308,31.422760609487348,121.15979388604998,74.74,1.95,4460.43
309,31.425681025376562,121.35590455200361,132.73,19.13,8218.56
310,31.3968481919225,121.25437787258716,52.14,6.03,3075.55
311,31.01314201340413,121.2770107186298,76.89,24.11,3580.38
312,31.275823466963214,121.30597418131026,48.62,9.28,1964.09
313,31.26284782741515,121.38458227518736,122.33,2.21,3201.46
314,31.486189865756884,121.32116929469319,85.0,20.4,6102.54
315,31.390131464419156,121.31989696468334,58.2,28.99,3154.34
316,31.216309143240988,121.45535613547344,45.54,3.72,643.96
317,31.16133037557728,121.35466606626463,74.6,28.23,1593.05
318,31.44746295841056,121.42296685307794,65.06,19.05,4447.6
319,31.15141230305444,121.2667390148842,90.26,5.06,3992.63
320,31.470803493934298,121.07709713343978,105.87,21.62,5052.16
321,31.281809017215647,121.41261813366332,42.84,1.36,1158.83
322,31.32072686691218,121.28838561573869,105.11,23.01,5007.53
323,31.24901903006806,121.31358200514904,68.97,28.7,2412.89
324,31.24147240908771,121.40234407710787,108.5,8.92,2249.78
325,31.219802749960206,121.24212556505368,60.4,18.2,3100.16
326,31.156291249623468,121.35918144255622,113.42,25.82,2371.97
327,31.185270099025146,121.28082560787418,71.91,13.99,2890.37
328,31.133735837227093,121.12395944126277,49.68,8.71,4221.99
329,31.124135140190592,121.43265375086035,55.97,9.82,679.55
330,31.2888435189468,121.15635746043114,116.31,14.95,8292.07
331,31.154270241027216,121.01158814910818,134.52,15.16,14326.63
332,31.483343315276237,121.10757221126312,75.29,1.52,3665.16
333,31.32713001844481,121.2352934266841,93.67,25.42,5241.21
334,31.21546388467377,121.4412278654593,112.75,22.92,1548.49
335,31.285140821940516,121.09732765094385,95.32,2.21,7905.44
336,31.252127764561603,121.38220205735362,67.97,29.67,1591.0
337,31.487541407706892,121.19695185636431,119.49,10.17,6924.59
338,31.469474283477687,121.3774825861464,59.91,15.27,4360.12
339,31.06851818678376,121.16652035267639,87.37,13.71,6254.29
340,31.3031302612019,121.25775286607363,72.8,18.39,3734.28
341,31.3696596802868,121.14961717126415,73.64,24.85,4743.93
342,31.266169914937937,121.35436990321772,69.98,24.47,2079.2
343,31.48994901558958,121.2918510709244,119.68,21.76,8306.47
344,31.344021825601384,121.01332357748191,87.46,29.01,6875.17
345,31.28881719793209,121.36070005614815,98.35,5.12,3279.7
346,31.314512620572682,121.30986790275054,124.12,4.43,5520.76
347,31.47410258539215,121.05494776066685,41.89,9.41,1931.9
348,31.075715629059673,121.34525013045926,81.04,23.25,2221.13
349,31.36791863563434,121.03114064300722,53.81,6.22,3917.45
350,31.16252476721303,121.33111339985717,92.55,9.41,2539.91
351,31.171163508840923,121.17714349432241,117.2,21.63,8228.5
352,31.32165454999973,121.34665665501491,101.01,5.77,4131.28
353,31.112433518996408,121.48645531379529,69.76,8.67,805.78
354,31.10363889742732,121.3524941298701,71.7,10.46,1747.5
355,31.13672876837771,121.06093705286636,107.66,11.39,10671.71
356,31.49008026866068,121.40918873006528,135.46,24.14,10760.19
357,31.357070643749196,121.17318175704781,84.24,7.69,5411.51
358,31.23953963150824,121.1010340036003,93.86,27.99,8099.33
359,31.307838517207244,121.2934152492854,64.25,20.1,2910.41
360,31.2655207448664,121.31897228670432,45.25,12.4,1646.11
361,31.38538302904914,121.00259072320357,95.04,27.87,6453.88
362,31.203453725773443,121.46751604929807,127.84,14.32,1537.99
363,31.160583851059585,121.32294895894513,130.79,2.68,3871.09
364,31.28706667658769,121.2675761384468,112.31,28.1,5405.58
365,31.441122486582415,121.08789435376943,131.96,29.92,7158.4
366,31.19849728713915,121.24769194866087,133.66,28.86,6612.81
367,31.00463358424005,121.28398093433225,50.73,29.49,2279.97
368,31.142280826175025,121.49454973504436,94.33,14.82,959.8
369,31.234010384503144,121.09640569913691,51.26,4.87,4551.4
370,31.22945723551618,121.12863244011476,58.62,22.1,4742.07
371,31.37864137512878,121.08774745691923,125.61,26.91,8415.91
372,31.413494912638154,121.2576403294799,48.67,20.08,2871.62
373,31.16180083504254,121.12402354183357,66.08,7.07,5645.82
374,31.37687832589073,121.47701741132745,70.19,21.69,3355.63
375,31.34638429521137,121.03106216590027,51.82,9.2,4043.89
376,31.202708306484197,121.2512602356192,129.51,21.11,6308.06
377,31.458065192925318,121.14751880007812,101.46,6.57,5616.19
378,31.066784391098402,121.07659278234459,114.77,18.17,10455.69
379,31.235414038439657,121.2687588438466,106.41,6.55,4853.13
380,31.123732714654288,121.37736977486243,127.31,2.46,2427.11
381,31.03905136107372,121.28208436113674,46.18,16.43,2004.99
382,31.2527435280463,121.28635083711393,54.99,9.84,2320.76
383,31.10270074276968,121.2915738392205,49.09,15.31,1843.49
384,31.404346041588617,121.22671615008989,91.32,13.7,5442.96
385,31.403457676277196,121.3616400399125,79.59,24.49,4487.9
386,31.372902241415908,121.28915563252951,44.53,10.34,2431.33
387,31.467291399442473,121.03450957308016,133.38,0.95,6267.11
388,31.204433467909624,121.38448603129174,116.58,29.35,2138.57
389,31.49642829929044,121.19123980942568,126.96,27.2,7158.1
390,31.187822766900993,121.34136517705078,106.18,16.18,2713.69
391,31.089236814502055,121.268629243199,92.88,21.84,4096.63
392,31.111345107983134,121.00173664747246,42.27,8.95,4470.83
393,31.26596680424838,121.41168021868789,64.75,10.38,1518.47
394,31.137824863897563,121.46870518056754,112.5,3.39,1167.37
395,31.383026733756953,121.44187831092269,41.56,6.18,2105.39
396,31.050448356546255,121.01678813787714,99.78,21.1,9669.05
397,31.201132675405454,121.11716963924378,61.73,25.91,5245.32
398,31.02822201751223,121.25194792447047,68.93,24.47,3470.83
399,31.29895883713863,121.33626595071846,72.07,9.05,2754.27
400,31.071630217081665,121.33010621190537,62.1,9.02,1951.85
401,31.439856945481942,121.45578883281027,102.6,12.82,6877.41
402,31.247810393746512,121.48614511767184,134.16,20.14,2340.12
403,31.208162316710723,121.07460880391258,77.65,22.63,7313.18
404,31.23675941020611,121.42467046613002,70.07,21.23,1212.23
405,31.281192974793456,121.48389309427331,95.73,4.02,2298.47
406,31.12142925804479,121.10166836653002,104.67,27.67,9374.87
407,31.362292356153603,121.09524080921537,66.85,20.21,4654.62
408,31.30146102249454,121.43681022924477,58.82,22.85,1657.43
409,31.239697103235457,121.43473692576227,73.3,28.71,1210.62
410,31.007666853114248,121.46857988160113,136.21,3.52,3831.29
411,31.12129659092287,121.3022007670394,60.45,27.45,2029.24
412,31.276039646273908,121.38775694103188,78.07,16.01,2136.69
413,31.256408270011885,121.24863864655049,49.86,29.44,2479.16
414,31.23474521101128,121.41986559078184,131.43,11.12,2366.18
415,31.11063704915811,121.07296135655128,66.08,28.04,6254.91
416,31.2895714630187,121.20878903677759,55.24,9.9,3354.81
417,31.249650741184663,121.32730398306052,108.48,7.72,3633.05
418,31.410795969846177,121.48325413362517,104.17,14.72,6074.68
419,31.08463285543009,121.36015676538105,88.83,27.51,2108.57
420,31.271068427675676,121.32090473159118,45.87,1.01,1733.19
421,31.334107771696576,121.382169421786,81.24,25.28,3177.67
422,31.115716696038724,121.35358478185174,40.91,15.17,924.9
423,31.33337736477667,121.30825968054216,88.32,14.64,4148.82
424,31.00330617849608,121.27582178045563,41.19,15.88,1949.03
425,31.008571298801215,121.40657861045696,107.4,24.19,3206.13
426,31.454886682999383,121.05350821434725,49.63,4.47,2531.27
427,31.40760719535664,121.13366236833832,79.69,11.19,4872.39
428,31.203013704936943,121.28250109122398,139.02,6.78,5649.97
429,31.326867859779576,121.4291095795106,115.96,2.81,4135.27
430,31.189632011119908,121.27635071976485,45.61,0.28,1940.74
431,31.21695482598583,121.39218815539506,96.59,25.74,1778.91
432,31.047680917735367,121.26407959282082,44.26,6.34,2115.43
433,31.237750143822637,121.02328098537087,47.43,27.77,4650.0
434,31.449655825432504,121.28175493202399,43.29,27.86,2695.8
435,31.293518052042245,121.37612723492343,111.27,11.95,3581.67
436,31.038468745720674,121.08122512535735,64.05,25.04,5500.95
437,31.165864919810915,121.37780463226045,54.0,29.65,904.15
438,31.362081785047156,121.25039642581886,137.43,1.61,7787.81
439,31.17029637323755,121.38450282668272,135.49,11.9,2336.77
440,31.386777458065662,121.01481282947259,67.33,29.78,4500.7
441,31.470571422485364,121.21592397311977,107.97,19.82,6467.65
442,31.042847058818367,121.30930794512994,119.81,21.39,4552.33
443,31.35583857738931,121.31695044098153,113.97,9.5,5667.29
444,31.05327545885563,121.00259761118501,70.83,10.8,6997.11
445,31.09369589176394,121.22442183851072,95.47,12.24,5398.26
446,31.013130952006648,121.17695714367262,49.31,17.94,3248.11
447,31.14592367564816,121.1938997796892,48.47,27.03,3106.44
448,31.45260378715668,121.48908653200694,97.2,5.09,6906.5
449,31.150565632687535,121.2465619711054,46.33,13.04,2292.16
450,31.210551169886262,121.24211565696696,47.69,7.55,2472.41
