id,lat,lng,area,age,true_price
53,31.3058,121.4936,105.4,0.23,3141.66
54,31.4086,121.1497,106.34,28.17,6396.32
55,31.0535,121.2766,67.23,18.14,2949.15
56,31.3588,121.1018,103.42,7.92,7280.57
57,31.4231,121.0461,82.36,8.3,4800.6
58,31.0018,121.3856,103.71,7.86,3479.86
59,31.2138,121.0048,47.52,26.49,4882.64
60,31.452,121.2728,123.46,17.48,7842.75
61,31.1541,121.4495,119.61,25.82,1189.14
62,31.4495,121.105,64.95,3.08,3534.11
63,31.2032,121.3103,55.46,27.9,1775.83
64,31.4323,121.4881,121.08,26.44,7797.27
65,31.1661,121.4654,120.22,25.92,1151.12
66,31.4054,121.1334,118.74,3.24,7329.62
67,31.1112,121.4083,86.03,9.16,1308.65
68,31.3977,121.1138,42.37,5.79,2684.91
69,31.4834,121.1396,104.15,11.99,5370.22
70,31.4906,121.2681,133.92,3.46,9002.21
71,31.4813,121.1327,50.84,13.04,2586.26
72,31.3643,121.1568,100.62,15.34,6519.61
73,31.1274,121.3544,40.17,27.77,838.67
74,31.2692,121.3597,114.2,20.12,3413.85
75,31.3321,121.1651,71.39,25.44,4709.93
76,31.3599,121.1502,70.93,12.25,4674.8
77,31.0636,121.2102,134.04,20.32,8078.65
78,31.4514,121.3078,70.09,16.44,4581.12
79,31.2149,121.29,105.47,13.95,4110.6
80,31.2211,121.1069,87.32,27.04,7554.9
81,31.0424,121.2577,103.29,10.06,5098.91
82,31.4092,121.3756,107.28,6.74,6271.3
83,31.1224,121.2376,124.97,2.18,6615.61
84,31.2072,121.3149,59.44,20.89,1891.74
85,31.328,121.0028,115.1,23.1,9610.91
86,31.0533,121.2126,57.59,28.74,3362.01
87,31.1246,121.4242,85.65,24.04,1043.36
88,31.3338,121.4939,99.55,28.5,3561.83
89,31.3596,121.2524,123.06,16.44,6877.44
90,31.4486,121.3718,87.47,7.78,5950.91
91,31.3829,121.2606,102.67,8.24,5888.68
92,31.0387,121.1429,67.17,9.59,5061.39
93,31.1156,121.347,110.64,1.93,2776.76
94,31.2038,121.2713,81.58,6.21,3558.18
95,31.292,121.3478,125.67,22.97,4415.28
96,31.1902,121.0029,75.18,22.6,7951.08
97,31.2095,121.3738,94.61,18.1,1953.62
98,31.1103,121.1097,83.58,0.87,7375.36
99,31.2022,121.0825,86.74,3.83,8158.64
100,31.3111,121.0135,79.4,16.93,6913.88
101,31.0678,121.2308,45.03,11.37,2466.05
102,31.1058,121.1634,116.12,11.37,8576.91
103,31.1261,121.041,41.94,16.18,4242.0
104,31.5,121.175,105.01,23.44,5666.15
105,31.4748,121.0997,42.04,4.57,2080.06
106,31.0631,121.3347,96.4,6.54,3025.96
107,31.0839,121.3036,114.79,3.44,4179.08
108,31.4097,121.4824,50.81,0.77,2987.67
109,31.4791,121.1983,111.5,2.28,6542.77
110,31.3453,121.3136,50.19,23.17,2375.5
111,31.0605,121.4919,118.26,10.42,2086.76
112,31.2142,121.1853,90.6,10.24,6134.38
113,31.0528,121.4804,103.56,24.86,1875.91
114,31.3537,121.2177,113.38,28.96,6667.6
115,31.2691,121.2417,83.56,21.93,4416.84
116,31.1342,121.4259,123.07,2.6,1552.49
117,31.2324,121.3052,77.9,0.86,2878.15
118,31.4255,121.0909,61.21,23.93,3495.23
119,31.3506,121.1381,41.02,28.44,2733.74
120,31.0428,121.36,88.86,22.74,2560.73
121,31.2454,121.3965,49.31,6.65,1083.74
122,31.3459,121.1531,98.16,14.2,6572.63
123,31.373,121.1654,110.29,8.13,7020.34
124,31.1257,121.0603,59.26,3.59,5874.25
125,31.0926,121.1082,88.42,21.74,7663.28
126,31.4883,121.2623,68.3,3.02,4543.66
127,31.0897,121.0071,93.41,8.23,9679.79
128,31.4871,121.2767,109.74,3.79,7457.65
129,31.4364,121.287,86.94,13.21,5428.11
130,31.0922,121.0257,134.11,14.33,13645.61
131,31.037,121.3147,45.36,4.48,1722.62
132,31.2814,121.1519,139.39,3.55,10192.53
133,31.3954,121.1128,92.26,13.52,5837.03
134,31.2214,121.4301,139.0,9.16,2168.42
135,31.37,121.4738,60.78,6.33,2831.05
136,31.3302,121.0785,57.38,2.25,4496.22
137,31.2969,121.1456,63.15,21.21,4555.32
138,31.3515,121.227,108.74,27.72,6282.98
139,31.3306,121.4668,82.51,16.34,2899.32
140,31.3238,121.4542,122.66,2.14,4196.09
141,31.3745,121.2846,68.86,3.73,3806.83
142,31.3443,121.3499,134.27,15.01,5988.06
143,31.0199,121.216,72.23,7.51,4272.48
144,31.0457,121.481,123.6,17.26,2462.72
145,31.3361,121.1348,44.02,22.69,3043.62
146,31.2353,121.3258,131.61,5.44,4263.9
147,31.2459,121.0456,74.8,10.0,7168.75
148,31.3351,121.4289,72.98,20.81,2694.5
149,31.4068,121.275,85.48,9.44,5055.46
150,31.1616,121.4851,80.42,15.44,785.73
151,31.2713,121.2066,58.76,10.85,3603.93
152,31.3782,121.3127,116.0,6.11,6234.51
153,31.2191,121.3491,52.14,29.19,1283.21
154,31.3044,121.1196,55.84,16.53,4240.35
155,31.4961,121.4565,86.14,3.52,7173.85
156,31.4161,121.2492,111.66,15.27,6678.49
157,31.4901,121.1219,95.13,11.51,4641.52
158,31.4609,121.2541,127.93,25.92,8026.22
159,31.2075,121.4671,90.77,24.62,1081.53
160,31.1414,121.1493,98.69,29.97,7662.34
161,31.2693,121.1726,95.19,16.3,6565.01
162,31.2277,121.1609,58.87,20.92,4297.75
163,31.3878,121.0218,114.47,21.16,7699.57
164,31.4057,121.193,106.37,24.62,6367.44
165,31.0185,121.2511,99.02,26.09,5078.92
166,31.4371,121.2202,92.6,13.71,5564.81
167,31.3274,121.0772,86.95,29.08,6738.29
168,31.1693,121.3464,104.98,25.55,2480.34
169,31.19,121.1583,111.87,22.78,8407.46
170,31.4362,121.0179,46.84,18.93,2525.15
171,31.3734,121.217,49.84,19.01,2932.97
172,31.4363,121.2218,109.4,27.1,6537.2
173,31.1467,121.1874,54.56,15.93,3654.65
174,31.283,121.3963,57.0,2.37,1633.0
175,31.1204,121.4564,54.31,13.83,577.35
176,31.127,121.1277,40.94,24.14,3378.1
177,31.079,121.2209,74.56,17.63,4261.18
178,31.3195,121.2122,65.01,25.36,3848.37
179,31.2416,121.1186,97.19,17.24,8058.24
180,31.4963,121.1476,137.79,19.75,7001.98
181,31.3429,121.3723,44.9,18.19,1887.5
182,31.2484,121.4521,68.62,23.97,1181.93
183,31.3183,121.3104,107.78,21.63,4773.03
184,31.3296,121.4192,102.82,27.1,3692.53
185,31.2204,121.2898,113.24,2.7,4494.32
186,31.1476,121.3737,57.56,3.96,1090.05
187,31.2654,121.4567,123.05,7.71,2581.9
188,31.4123,121.2409,120.65,22.4,7166.77
189,31.4814,121.0704,136.65,25.8,6158.98
190,31.3621,121.49,136.73,24.14,5981.13
191,31.007,121.2683,85.48,20.18,4182.32
192,31.3362,121.2923,122.24,28.21,5975.24
193,31.0125,121.4421,96.14,27.46,2559.39
194,31.1107,121.0316,122.39,27.28,12493.21
195,31.0699,121.4731,70.44,14.78,1106.48
196,31.0486,121.4436,53.57,13.61,1049.95
197,31.473,121.2096,114.23,4.64,6827.6
198,31.2074,121.0495,88.93,12.24,8827.67
199,31.1853,121.2217,135.06,25.66,7687.24
200,31.0497,121.3428,94.45,29.34,2876.28
201,31.0949,121.0611,124.8,13.64,12082.9
202,31.3314,121.3209,99.71,0.64,4560.42
203,31.063,121.2823,46.86,22.95,1926.16
204,31.1036,121.108,126.97,9.86,11177.69
205,31.0014,121.4292,54.47,3.9,1673.74
206,31.1253,121.0872,106.11,0.77,9974.94
207,31.119,121.1619,57.42,1.57,4311.05
208,31.3709,121.263,114.57,14.29,6405.63
209,31.0545,121.2519,134.54,1.3,6794.81
210,31.3916,121.4335,92.15,13.74,4865.84
211,31.2395,121.2008,108.61,14.71,6839.39
212,31.4549,121.0367,48.08,18.25,2369.47
213,31.3165,121.2742,72.52,29.84,3541.14
214,31.2653,121.2269,100.54,2.98,5727.62
215,31.3255,121.3845,112.08,6.45,4250.74
216,31.2258,121.1142,73.89,13.6,6286.74
217,31.2134,121.3326,77.43,4.58,2275.04
218,31.4615,121.0336,123.18,2.8,5959.82
219,31.4059,121.2782,98.65,16.85,5782.08
220,31.1648,121.0611,75.36,19.96,7441.3
221,31.3605,121.4842,100.04,10.55,4361.86
222,31.289,121.1064,105.67,6.73,8534.97
223,31.1838,121.3813,97.41,24.22,1723.43
224,31.4226,121.4873,121.84,18.41,7518.73
225,31.4645,121.4147,66.74,5.41,4919.54
226,31.3513,121.1545,73.98,0.18,4962.27
227,31.2004,121.0709,103.32,0.92,9963.55
228,31.3731,121.1076,81.98,10.23,5530.4
229,31.3884,121.2838,48.5,1.58,2783.97
230,31.0787,121.3089,107.4,8.16,3800.83
231,31.221,121.1366,115.49,3.41,9299.42
232,31.215,121.1416,107.85,14.6,8537.75
233,31.1976,121.2997,40.77,9.04,1460.81
234,31.1056,121.0686,65.55,9.84,6314.45
235,31.0878,121.1901,110.37,15.01,7281.19
236,31.4167,121.4031,47.21,25.85,2779.45
237,31.4606,121.4311,97.58,17.2,7072.57
238,31.3547,121.2088,51.52,0.63,3148.03
239,31.3091,121.416,131.98,2.64,4248.55
240,31.4222,121.1217,98.89,15.72,5809.9
241,31.1698,121.1665,56.81,15.31,4156.51
242,31.057,121.255,130.59,10.48,6453.13
243,31.4075,121.1181,54.64,5.92,3361.99
244,31.3012,121.3801,105.55,5.31,3524.56
245,31.3772,121.3799,84.89,27.72,4195.07
246,31.2822,121.3176,102.45,25.93,3916.55
247,31.0341,121.2211,70.28,8.24,4069.11
248,31.0281,121.2537,71.04,13.56,3605.6
249,31.0384,121.4321,125.53,18.45,2810.05
250,31.2535,121.2314,95.43,23.75,5236.95
251,31.4049,121.3259,72.15,14.27,4160.12
252,31.0754,121.0309,50.35,26.97,4918.02
253,31.2523,121.0863,64.77,13.13,5730.27
254,31.2197,121.2614,55.87,11.19,2601.32
255,31.1692,121.2989,118.92,19.42,4171.79
256,31.033,121.0473,107.84,8.52,9827.87
257,31.4532,121.4366,73.34,17.48,5155.41
258,31.0707,121.1749,136.77,20.95,9498.44
259,31.469,121.1548,77.67,23.75,4190.89
260,31.4066,121.3351,122.9,22.16,7093.35
261,31.323,121.2117,76.18,10.88,4577.93
262,31.0901,121.1071,134.77,14.59,11758.43
263,31.0386,121.4222,50.11,23.13,1098.54
264,31.4176,121.4418,43.77,10.1,2647.32
265,31.1884,121.0811,123.13,23.13,11611.64
266,31.4045,121.0828,83.77,12.33,5217.22
267,31.2221,121.1425,114.85,13.47,9034.45
268,31.267,121.1547,120.86,14.07,8848.24
269,31.4736,121.4922,86.17,8.45,6624.74
270,31.1909,121.2637,136.63,24.51,6135.71
271,31.125,121.3206,127.41,16.64,3827.56
272,31.0513,121.4229,125.12,8.55,2631.72
273,31.4527,121.0737,83.75,28.39,4268.24
274,31.111,121.2256,74.96,0.8,4249.35
275,31.1179,121.4973,77.49,0.85,919.87
276,31.4654,121.4196,105.0,23.74,7698.43
277,31.4149,121.348,53.88,21.17,3178.36
278,31.2243,121.0026,47.92,7.68,4962.76
279,31.3636,121.2639,51.12,8.64,2830.86
280,31.1506,121.0239,81.98,23.82,8562.58
281,31.4526,121.2984,41.64,15.46,2699.26
282,31.121,121.0718,82.92,18.44,7971.88
283,31.3322,121.0428,137.47,2.03,11105.88
284,31.263,121.2537,138.83,16.62,6966.71
285,31.3178,121.4905,65.37,0.49,2154.03
286,31.3943,121.1724,113.29,18.85,6940.63
287,31.1663,121.0222,94.6,24.41,9896.0
288,31.0875,121.3896,86.46,20.86,1646.07
289,31.0316,121.3881,85.77,8.8,2360.46
290,31.0219,121.0997,44.19,28.0,3514.61
291,31.2715,121.1267,115.33,5.73,9109.37
292,31.1785,121.3904,126.58,9.96,2111.23
293,31.4447,121.3717,129.46,11.6,8670.57
294,31.4869,121.2481,89.75,27.73,5691.92
295,31.3635,121.0395,100.25,24.67,7292.39
296,31.2727,121.1606,48.01,19.83,3397.58
297,31.2131,121.3449,75.15,1.27,2034.19
298,31.435,121.1763,139.82,8.24,8230.34
299,31.0375,121.3188,76.33,24.03,2766.89
300,31.3397,121.4764,54.28,18.23,2024.26
301,31.0336,121.3893,76.63,11.49,2062.55
302,31.2836,121.3025,107.91,28.46,4424.95
303,31.287,121.2647,79.8,19.49,3901.31
304,31.1248,121.0567,113.57,14.97,11281.97
305,31.1309,121.1301,84.63,29.89,6985.28
306,31.1428,121.4582,89.12,3.68,935.74
307,31.4493,121.2226,48.78,20.46,2908.62
308,31.4228,121.1598,74.74,1.95,4460.43
309,31.4257,121.3559,132.73,19.13,8218.56
310,31.3968,121.2544,52.14,6.03,3075.55
311,31.0131,121.277,76.89,24.11,3580.38
312,31.2758,121.306,48.62,9.28,1964.09
313,31.2628,121.3846,122.33,2.21,3201.46
314,31.4862,121.3212,85.0,20.4,6102.54
315,31.3901,121.3199,58.2,28.99,3154.34
316,31.2163,121.4554,45.54,3.72,643.96
317,31.1613,121.3547,74.6,28.23,1593.05
318,31.4475,121.423,65.06,19.05,4447.6
319,31.1514,121.2667,90.26,5.06,3992.63
320,31.4708,121.0771,105.87,21.62,5052.16
321,31.2818,121.4126,42.84,1.36,1158.83
322,31.3207,121.2884,105.11,23.01,5007.53
323,31.249,121.3136,68.97,28.7,2412.89
324,31.2415,121.4023,108.5,8.92,2249.78
325,31.2198,121.2421,60.4,18.2,3100.16
326,31.1563,121.3592,113.42,25.82,2371.97
327,31.1853,121.2808,71.91,13.99,2890.37
328,31.1337,121.124,49.68,8.71,4221.99
329,31.1241,121.4327,55.97,9.82,679.55
330,31.2888,121.1564,116.31,14.95,8292.07
331,31.1543,121.0116,134.52,15.16,14326.63
332,31.4833,121.1076,75.29,1.52,3665.16
333,31.3271,121.2353,93.67,25.42,5241.21
334,31.2155,121.4412,112.75,22.92,1548.49
335,31.2851,121.0973,95.32,2.21,7905.44
336,31.2521,121.3822,67.97,29.67,1591.0
337,31.4875,121.197,119.49,10.17,6924.59
338,31.4695,121.3775,59.91,15.27,4360.12
339,31.0685,121.1665,87.37,13.71,6254.29
340,31.3031,121.2578,72.8,18.39,3734.28
341,31.3697,121.1496,73.64,24.85,4743.93
342,31.2662,121.3544,69.98,24.47,2079.2
343,31.4899,121.2919,119.68,21.76,8306.47
344,31.344,121.0133,87.46,29.01,6875.17
345,31.2888,121.3607,98.35,5.12,3279.7
346,31.3145,121.3099,124.12,4.43,5520.76
347,31.4741,121.0549,41.89,9.41,1931.9
348,31.0757,121.3453,81.04,23.25,2221.13
349,31.3679,121.0311,53.81,6.22,3917.45
350,31.1625,121.3311,92.55,9.41,2539.91
351,31.1712,121.1771,117.2,21.63,8228.5
352,31.3217,121.3467,101.01,5.77,4131.28
353,31.1124,121.4865,69.76,8.67,805.78
354,31.1036,121.3525,71.7,10.46,1747.5
355,31.1367,121.0609,107.66,11.39,10671.71
356,31.4901,121.4092,135.46,24.14,10760.19
357,31.3571,121.1732,84.24,7.69,5411.51
358,31.2395,121.101,93.86,27.99,8099.33
359,31.3078,121.2934,64.25,20.1,2910.41
360,31.2655,121.319,45.25,12.4,1646.11
361,31.3854,121.0026,95.04,27.87,6453.88
362,31.2035,121.4675,127.84,14.32,1537.99
363,31.1606,121.3229,130.79,2.68,3871.09
364,31.2871,121.2676,112.31,28.1,5405.58
365,31.4411,121.0879,131.96,29.92,7158.4
366,31.1985,121.2477,133.66,28.86,6612.81
367,31.0046,121.284,50.73,29.49,2279.97
368,31.1423,121.4945,94.33,14.82,959.8
369,31.234,121.0964,51.26,4.87,4551.4
370,31.2295,121.1286,58.62,22.1,4742.07
371,31.3786,121.0877,125.61,26.91,8415.91
372,31.4135,121.2576,48.67,20.08,2871.62
373,31.1618,121.124,66.08,7.07,5645.82
374,31.3769,121.477,70.19,21.69,3355.63
375,31.3464,121.0311,51.82,9.2,4043.89
376,31.2027,121.2513,129.51,21.11,6308.06
377,31.4581,121.1475,101.46,6.57,5616.19
378,31.0668,121.0766,114.77,18.17,10455.69
379,31.2354,121.2688,106.41,6.55,4853.13
380,31.1237,121.3774,127.31,2.46,2427.11
381,31.0391,121.2821,46.18,16.43,2004.99
382,31.2527,121.2864,54.99,9.84,2320.76
383,31.1027,121.2916,49.09,15.31,1843.49
384,31.4043,121.2267,91.32,13.7,5442.96
385,31.4035,121.3616,79.59,24.49,4487.9
386,31.3729,121.2892,44.53,10.34,2431.33
387,31.4673,121.0345,133.38,0.95,6267.11
388,31.2044,121.3845,116.58,29.35,2138.57
389,31.4964,121.1912,126.96,27.2,7158.1
390,31.1878,121.3414,106.18,16.18,2713.69
391,31.0892,121.2686,92.88,21.84,4096.63
392,31.1113,121.0017,42.27,8.95,4470.83
393,31.266,121.4117,64.75,10.38,1518.47
394,31.1378,121.4687,112.5,3.39,1167.37
395,31.383,121.4419,41.56,6.18,2105.39
396,31.0504,121.0168,99.78,21.1,9669.05
397,31.2011,121.1172,61.73,25.91,5245.32
398,31.0282,121.2519,68.93,24.47,3470.83
399,31.299,121.3363,72.07,9.05,2754.27
400,31.0716,121.3301,62.1,9.02,1951.85
401,31.4399,121.4558,102.6,12.82,6877.41
402,31.2478,121.4861,134.16,20.14,2340.12
403,31.2082,121.0746,77.65,22.63,7313.18
404,31.2368,121.4247,70.07,21.23,1212.23
405,31.2812,121.4839,95.73,4.02,2298.47
406,31.1214,121.1017,104.67,27.67,9374.87
407,31.3623,121.0952,66.85,20.21,4654.62
408,31.3015,121.4368,58.82,22.85,1657.43
409,31.2397,121.4347,73.3,28.71,1210.62
410,31.0077,121.4686,136.21,3.52,3831.29
411,31.1213,121.3022,60.45,27.45,2029.24
412,31.276,121.3878,78.07,16.01,2136.69
413,31.2564,121.2486,49.86,29.44,2479.16
414,31.2347,121.4199,131.43,11.12,2366.18
415,31.1106,121.073,66.08,28.04,6254.91
416,31.2896,121.2088,55.24,9.9,3354.81
417,31.2497,121.3273,108.48,7.72,3633.05
418,31.4108,121.4833,104.17,14.72,6074.68
419,31.0846,121.3602,88.83,27.51,2108.57
420,31.2711,121.3209,45.87,1.01,1733.19
421,31.3341,121.3822,81.24,25.28,3177.67
422,31.1157,121.3536,40.91,15.17,924.9
423,31.3334,121.3083,88.32,14.64,4148.82
424,31.0033,121.2758,41.19,15.88,1949.03
425,31.0086,121.4066,107.4,24.19,3206.13
426,31.4549,121.0535,49.63,4.47,2531.27
427,31.4076,121.1337,79.69,11.19,4872.39
428,31.203,121.2825,139.02,6.78,5649.97
429,31.3269,121.4291,115.96,2.81,4135.27
430,31.1896,121.2764,45.61,0.28,1940.74
431,31.217,121.3922,96.59,25.74,1778.91
432,31.0477,121.2641,44.26,6.34,2115.43
433,31.2378,121.0233,47.43,27.77,4650.0
434,31.4497,121.2818,43.29,27.86,2695.8
435,31.2935,121.3761,111.27,11.95,3581.67
436,31.0385,121.0812,64.05,25.04,5500.95
437,31.1659,121.3778,54.0,29.65,904.15
438,31.3621,121.2504,137.43,1.61,7787.81
439,31.1703,121.3845,135.49,11.9,2336.77
440,31.3868,121.0148,67.33,29.78,4500.7
441,31.4706,121.2159,107.97,19.82,6467.65
442,31.0428,121.3093,119.81,21.39,4552.33
443,31.3558,121.317,113.97,9.5,5667.29
444,31.0533,121.0026,70.83,10.8,6997.11
445,31.0937,121.2244,95.47,12.24,5398.26
446,31.0131,121.177,49.31,17.94,3248.11
447,31.1459,121.1939,48.47,27.03,3106.44
448,31.4526,121.4891,97.2,5.09,6906.5
449,31.1506,121.2466,46.33,13.04,2292.16
450,31.2106,121.2421,47.69,7.55,2472.41
451,31.2969,121.0978,50.7,9.14,4106.88
452,31.4744,121.1661,102.02,24.12,5574.05
453,31.4077,121.4298,137.42,4.08,7947.02
454,31.1603,121.4736,60.09,9.43,601.36
455,31.1457,121.3475,89.1,17.28,2088.11
456,31.1212,121.188,121.65,11.79,8172.08
457,31.2961,121.2728,108.17,16.5,5215.49
458,31.4765,121.2308,110.84,13.15,6843.87
459,31.4095,121.3978,80.91,14.98,4700.92
460,31.3167,121.121,105.87,21.46,7862.83
461,31.4954,121.2396,80.08,15.2,5071.77
462,31.4602,121.3459,94.36,23.72,6486.5
463,31.2685,121.3191,48.5,23.07,1744.66
464,31.3288,121.1775,104.7,1.33,6875.03
465,31.1998,121.3763,136.57,12.91,2714.4
466,31.0053,121.1294,91.07,15.56,6782.88
467,31.2229,121.1956,117.23,17.66,7556.66
468,31.2502,121.1725,42.46,3.14,2989.09
469,31.058,121.4703,54.17,9.36,963.73
470,31.2277,121.1034,88.29,14.28,7707.92
471,31.1595,121.1501,121.02,3.45,9506.84
472,31.4246,121.324,107.71,4.93,6658.79
473,31.0872,121.0801,95.98,28.75,8826.18
474,31.1159,121.2025,58.45,19.21,3631.13
475,31.3071,121.0987,99.22,11.67,7855.68
476,31.3524,121.1029,115.23,24.26,8174.63
477,31.436,121.0935,72.6,13.73,4054.89
478,31.1312,121.4313,92.77,19.17,1069.66
479,31.2935,121.174,124.55,18.52,8403.84
480,31.4069,121.353,69.74,18.43,4011.8
481,31.0589,121.1527,58.3,20.8,4301.71
482,31.2554,121.2091,53.79,11.51,3270.23
483,31.3467,121.3226,139.99,16.65,6652.05
484,31.2448,121.0701,71.46,13.53,6582.26
485,31.0048,121.0683,121.52,28.91,10086.66
486,31.2527,121.2475,108.47,12.47,5572.71
487,31.0413,121.0154,116.11,8.76,11136.53
488,31.1374,121.2688,56.82,13.72,2450.57
489,31.2749,121.0566,51.42,23.25,4574.47
490,31.4116,121.1834,122.26,1.25,7397.54
491,31.4949,121.0512,123.01,22.54,5006.82
492,31.1489,121.4997,84.97,10.46,883.15
493,31.497,121.3878,63.69,24.32,5048.62
494,31.294,121.1753,111.08,18.98,7460.58
495,31.1033,121.1035,45.94,10.52,4075.66
496,31.1405,121.2694,72.37,21.12,3086.02
497,31.429,121.4927,107.93,2.86,6928.11
498,31.4814,121.3928,131.88,29.77,10057.72
499,31.433,121.1248,111.14,24.85,6319.56
